"849","Sumalata Timur","72"
"850","Tolinggula","72"
"851","Tomolito","72"
"852","Buntulia","73"
"853","Dengilo","73"
"854","Duhiadaa","73"
"855","Lemito","73"
"856","Marisa","73"
"857","Paguat","73"
"858","Patilanggio","73"
"859","Popayato","73"
"860","Popayato Barat","73"
"861","Popayato Timur","73"
"862","Randangan","73"
"863","Taluditi (Taluduti)","73"
"864","Wanggarasi","73"
"865","Dumbo Raya","74"
"866","Dungingi","74"
"867","Hulonthalangi","74"
"868","Kota Barat","74"
"869","Kota Selatan","74"
"870","Kota Tengah","74"
"871","Kota Timur","74"
"872","Kota Utara","74"
"873","Sipatana","74"
"874","Bajubang","75"
"875","Batin XXIV","75"
"876","Maro Sebo Ilir","75"
"877","Maro Sebo Ulu","75"
"878","Mersam","75"
"879","Muara Bulian","75"
"880","Muara Tembesi","75"
"881","Pemayung","75"
"882","Bathin II Babeko","76"
"883","Bathin II Pelayang","76"
"884","Bathin III","76"
"885","Bathin III Ulu","76"
"886","Bungo Dani","76"
"887","Jujuhan","76"
"888","Jujuhan Ilir","76"
"889","Limbur Lubuk Mengkuang","76"
"890","Muko-Muko Batin VII","76"
"891","Pasar Muara Bungo","76"
"892","Pelepat","76"
"893","Pelepat Ilir","76"
"894","Rantau Pandan","76"
"895","Rimbo Tengah","76"
"896","Tanah Sepenggal","76"
"897","Tanah Sepenggal Lintas","76"
"898","Tanah Tumbuh","76"
"899","Air Hangat","77"
"900","Air Hangat Barat","77"
"901","Air Hangat Timur","77"
"902","Batang Merangin","77"
"903","Bukitkerman","77"
"904","Danau Kerinci","77"
"905","Depati Tujuh","77"
"906","Gunung Kerinci","77"
"907","Gunung Raya","77"
"908","Gunung Tujuh","77"
"909","Kayu Aro","77"
"910","Kayu Aro Barat","77"
"911","Keliling Danau","77"
"912","Sitinjau Laut","77"
"913","Siulak","77"
"914","Siulak Mukai","77"
"915","Bangko","78"
"916","Bangko Barat","78"
"917","Batang Masumai","78"
"918","Jangkat","78"
"919","Lembah Masurai","78"
"920","Margo Tabir","78"
"921","Muara Siau","78"
"922","Nalo Tantan","78"
"923","Pamenang","78"
"924","Pamenang Barat","78"
"925","Pamenang Selatan","78"
"926","Pangkalan Jambu","78"
"927","Renah Pembarap","78"
"928","Renah Pemenang","78"
"929","Sungai Manau","78"
"930","Sungai Tenang","78"
"931","Tabir","78"
"932","Tabir Barat","78"
"933","Tabir Ilir","78"
"934","Tabir Lintas","78"
"935","Tabir Selatan","78"
"936","Tabir Timur","78"
"937","Tabir Ulu","78"
"938","Tiang Pumpung","78"
"939","Bahar Selatan","79"
"940","Bahar Utara","79"
"941","Jambi Luar Kota","79"
"942","Kumpeh","79"
"943","Kumpeh Ulu","79"
"944","Maro Sebo","79"
"945","Mestong","79"
"946","Sekernan","79"
"947","Sungai Bahar","79"
"948","Sungai Gelam","79"
"949","Taman Rajo","79"
"950","Air Hitam","80"
"951","Batang Asai","80"
"952","Bathin VIII (Batin VIII)","80"
"953","Cermin Nan Gadang","80"
"954","Limun","80"
"955","Mandiangin","80"
"956","Pauh","80"
"957","Pelawan","80"
"958","Sarolangun","80"
"959","Singkut","80"
"960","Batang Asam","81"
"961","Betara","81"
"962","Bram Itam","81"
"963","Kuala Betara","81"
"964","Merlung","81"
"965","Muara Papalik","81"
"966","Pengabuan","81"
"967","Renah Mendaluh","81"
"968","Seberang Kota","81"
"969","Senyerang","81"
"970","Tebing Tinggi","81"
"971","Tungkal Ilir","81"
"972","Tungkal Ulu","81"
"973","Berbak","82"
"974","Dendang","82"
"975","Geragai","82"
"976","Kuala Jambi","82"
"977","Mendahara","82"
"978","Mendahara Ulu","82"
"979","Muara Sabak Barat","82"
"980","Muara Sabak Timur","82"
"981","Nipah Panjang","82"
"982","Rantau Rasau","82"
"983","Sadu","82"
"984","Muara Tabir","83"
"985","Rimbo Bujang","83"
"986","Rimbo Ilir","83"
"987","Rimbo Ulu","83"
"988","Serai Serumpun","83"
"989","Sumay","83"
"990","Tebo Ilir","83"
"991","Tebo Tengah","83"
"992","Tebo Ulu","83"
"993","Tengah Ilir","83"
"994","VII Koto","83"
"995","VII Koto Ilir","83"
"996","Danau Teluk","84"
"997","Jambi Selatan","84"
"998","Jambi Timur","84"
"999","Jelutung","84"
"1000","Kota Baru","84"
"1001","Pasar Jambi","84"
"1002","Pelayangan","84"
"1003","Telanaipura","84"
"1004","Hamparan Rawang","85"
"1005","Koto Baru","85"
"1006","Kumun Debai","85"
"1007","Pesisir Bukit","85"
"1008","Pondok Tinggi","85"
"1009","Sungai Bungkal","85"
"1010","Sungai Penuh","85"
"1011","Tanah Kampung","85"
"1012","Arjasari","86"
"1013","Baleendah","86"
"1014","Banjaran","86"
"1015","Bojongsoang","86"
"1016","Cangkuang","86"
"1017","Cicalengka","86"
"1018","Cikancung","86"
"1019","Cilengkrang","86"
"1020","Cileunyi","86"
"1021","Cimaung","86"
"1022","Cimeunyan","86"
"1023","Ciparay","86"
"1024","Ciwidey","86"
"1025","Dayeuhkolot","86"
"1026","Ibun","86"
"1027","Katapang","86"
"1028","Kertasari","86"
"1029","Kutawaringin","86"
"1030","Majalaya","86"
